Date,Open,High,Low,Close,Volume
2010-06-21T00:00:00.000000Z,1257.210,1265.265,1230.760,1233.730,1000000
2010-06-22T00:00:00.000000Z,1233.690,1242.860,1232.110,1240.060,1000000
2010-06-23T00:00:00.000000Z,1240.000,1246.485,1224.835,1237.390,1000000
2010-06-24T00:00:00.000000Z,1237.440,1248.530,1227.830,1243.440,1000000
2010-06-25T00:00:00.000000Z,1243.400,1258.410,1241.090,1255.670,1000000
2010-06-28T00:00:00.000000Z,1255.260,1262.810,1235.800,1239.100,1000000
2010-06-29T00:00:00.000000Z,1239.150,1245.220,1227.280,1240.670,1000000
2010-06-30T00:00:00.000000Z,1240.520,1247.760,1234.690,1242.370,1000000
2010-07-01T00:00:00.000000Z,1242.620,1243.990,1196.610,1198.870,1000000
2010-07-02T00:00:00.000000Z,1198.970,1213.500,1198.330,1211.400,1000000
2010-07-05T00:00:00.000000Z,1212.100,1214.520,1205.960,1208.930,1000000
2010-07-06T00:00:00.000000Z,1209.000,1213.750,1189.350,1192.690,1000000
2010-07-07T00:00:00.000000Z,1192.630,1204.050,1185.050,1202.600,1000000
2010-07-08T00:00:00.000000Z,1202.550,1208.015,1187.460,1198.070,1000000
2010-07-09T00:00:00.000000Z,1198.280,1213.840,1194.565,1211.920,1000000
2010-07-12T00:00:00.000000Z,1211.650,1213.250,1196.390,1199.790,1000000
2010-07-13T00:00:00.000000Z,1196.870,1218.040,1196.580,1212.340,1000000
2010-07-14T00:00:00.000000Z,1212.440,1218.220,1202.640,1208.350,1000000
2010-07-15T00:00:00.000000Z,1208.250,1217.405,1203.855,1208.315,1000000
2010-07-16T00:00:00.000000Z,1208.285,1210.935,1186.135,1193.055,1000000
2010-07-17T00:00:00.000000Z,1193.105,1193.325,1193.055,1193.195,1000000
2010-07-18T00:00:00.000000Z,1194.050,1194.050,1194.050,1194.050,1000000
2010-07-19T00:00:00.000000Z,1196.070,1196.070,1177.580,1182.890,1000000
2010-07-20T00:00:00.000000Z,1182.920,1193.810,1175.620,1192.070,1000000
2010-07-21T00:00:00.000000Z,1192.010,1198.140,1183.490,1185.180,1000000
2010-07-22T00:00:00.000000Z,1184.980,1201.310,1181.190,1195.010,1000000
2010-07-23T00:00:00.000000Z,1195.080,1204.160,1184.180,1189.060,1000000
2010-07-24T00:00:00.000000Z,1189.000,1189.000,1189.000,1189.000,1000000
2010-07-25T00:00:00.000000Z,1188.850,1188.850,1188.850,1188.850,1000000
2010-07-26T00:00:00.000000Z,1188.150,1194.770,1179.880,1183.650,1000000
2010-07-27T00:00:00.000000Z,1183.700,1187.330,1158.220,1161.840,1000000
2010-07-28T00:00:00.000000Z,1161.750,1166.170,1156.830,1163.340,1000000
2010-07-29T00:00:00.000000Z,1163.390,1169.530,1159.430,1168.300,1000000
2010-07-30T00:00:00.000000Z,1168.250,1183.710,1165.825,1181.050,1000000
2010-07-31T00:00:00.000000Z,1180.850,1180.950,1180.850,1180.950,1000000
2010-08-01T00:00:00.000000Z,1181.750,1181.750,1181.750,1181.750,1000000
2010-08-02T00:00:00.000000Z,1181.850,1190.540,1174.610,1182.840,1000000
2010-08-03T00:00:00.000000Z,1182.800,1190.820,1179.510,1186.210,1000000
2010-08-04T00:00:00.000000Z,1186.160,1203.120,1184.910,1194.970,1000000
2010-08-05T00:00:00.000000Z,1195.020,1200.230,1190.040,1194.970,1000000
2010-08-06T00:00:00.000000Z,1194.930,1211.070,1192.515,1205.430,1000000
2010-08-07T00:00:00.000000Z,1205.330,1205.330,1205.330,1205.330,1000000
2010-08-08T00:00:00.000000Z,1205.580,1205.580,1205.580,1205.580,1000000
2010-08-09T00:00:00.000000Z,1205.680,1209.940,1199.090,1201.310,1000000
2010-08-10T00:00:00.000000Z,1201.400,1207.815,1190.720,1204.270,1000000
2010-08-11T00:00:00.000000Z,1204.300,1208.110,1192.580,1198.110,1000000
2010-08-12T00:00:00.000000Z,1198.160,1216.060,1196.670,1213.900,1000000
2010-08-13T00:00:00.000000Z,1213.800,1217.730,1210.660,1215.410,1000000
2010-08-15T00:00:00.000000Z,1215.050,1215.200,1215.050,1215.200,1000000
2010-08-16T00:00:00.000000Z,1214.650,1227.550,1214.350,1225.230,1000000
2010-08-17T00:00:00.000000Z,1225.130,1229.130,1222.645,1224.840,1000000
2010-08-18T00:00:00.000000Z,1224.690,1232.425,1217.395,1229.300,1000000
2010-08-19T00:00:00.000000Z,1229.380,1237.570,1227.865,1232.050,1000000
2010-08-20T00:00:00.000000Z,1232.000,1233.790,1222.090,1228.010,1000000
2010-08-21T00:00:00.000000Z,1227.900,1227.900,1227.850,1227.850,1000000
2010-08-22T00:00:00.000000Z,1227.600,1227.750,1227.600,1227.750,1000000
2010-08-23T00:00:00.000000Z,1227.700,1232.065,1221.940,1226.080,1000000
2010-08-24T00:00:00.000000Z,1225.930,1235.470,1210.190,1230.530,1000000
2010-08-25T00:00:00.000000Z,1230.500,1241.530,1229.125,1240.040,1000000
2010-08-26T00:00:00.000000Z,1240.090,1244.425,1234.160,1237.580,1000000
2010-08-27T00:00:00.000000Z,1237.680,1242.420,1231.990,1238.050,1000000
2010-08-28T00:00:00.000000Z,1237.800,1237.950,1237.800,1237.950,1000000
2010-08-30T00:00:00.000000Z,1237.650,1238.800,1233.395,1236.900,1000000
2010-08-31T00:00:00.000000Z,1236.810,1249.970,1231.940,1247.420,1000000
2010-09-01T00:00:00.000000Z,1247.510,1254.780,1242.630,1244.320,1000000
2010-09-02T00:00:00.000000Z,1244.350,1253.390,1243.625,1251.000,1000000
2010-09-03T00:00:00.000000Z,1250.910,1253.940,1237.940,1246.820,1000000
2010-09-05T00:00:00.000000Z,1247.120,1247.120,1247.120,1247.120,1000000
2010-09-06T00:00:00.000000Z,1248.770,1251.280,1246.945,1249.820,1000000
2010-09-07T00:00:00.000000Z,1249.990,1259.900,1244.900,1255.590,1000000
2010-09-08T00:00:00.000000Z,1255.640,1262.810,1253.430,1255.120,1000000
2010-09-09T00:00:00.000000Z,1254.970,1258.950,1242.320,1243.820,1000000
2010-09-10T00:00:00.000000Z,1243.750,1251.330,1236.760,1246.310,1000000
2010-09-11T00:00:00.000000Z,1246.280,1246.280,1246.280,1246.280,1000000
2010-09-12T00:00:00.000000Z,1246.280,1246.280,1246.280,1246.280,1000000
2010-09-13T00:00:00.000000Z,1246.030,1249.460,1241.140,1245.330,1000000
2010-09-14T00:00:00.000000Z,1245.770,1274.900,1244.850,1268.190,1000000
2010-09-15T00:00:00.000000Z,1268.150,1272.060,1263.230,1268.100,1000000
2010-09-16T00:00:00.000000Z,1268.060,1277.890,1264.880,1275.300,1000000
2010-09-17T00:00:00.000000Z,1275.100,1282.930,1272.020,1274.150,1000000
2010-09-18T00:00:00.000000Z,1274.200,1274.200,1274.150,1274.150,1000000
2010-09-19T00:00:00.000000Z,1274.750,1274.750,1274.750,1274.750,1000000
2010-09-20T00:00:00.000000Z,1276.750,1283.820,1274.355,1278.310,1000000
2010-09-21T00:00:00.000000Z,1278.100,1290.770,1270.910,1287.220,1000000
2010-09-22T00:00:00.000000Z,1287.250,1296.280,1286.330,1291.250,1000000
2010-09-23T00:00:00.000000Z,1291.300,1296.040,1286.970,1292.190,1000000
2010-09-24T00:00:00.000000Z,1292.290,1300.035,1291.310,1296.740,1000000
2010-09-26T00:00:00.000000Z,1296.860,1296.860,1296.860,1296.860,1000000
2010-09-27T00:00:00.000000Z,1296.760,1300.085,1294.030,1294.300,1000000
2010-09-28T00:00:00.000000Z,1294.250,1310.210,1280.620,1309.090,1000000
2010-09-29T00:00:00.000000Z,1309.140,1313.535,1305.615,1309.810,1000000
2010-09-30T00:00:00.000000Z,1309.870,1316.025,1295.865,1308.660,1000000
2010-10-01T00:00:00.000000Z,1308.690,1320.695,1306.350,1318.910,1000000
2010-10-03T00:00:00.000000Z,1318.680,1318.680,1318.680,1318.680,1000000
2010-10-04T00:00:00.000000Z,1318.380,1320.130,1312.450,1315.230,1000000
2010-10-05T00:00:00.000000Z,1315.260,1341.840,1312.440,1340.790,1000000
2010-10-06T00:00:00.000000Z,1340.910,1349.880,1339.050,1348.990,1000000
2010-10-07T00:00:00.000000Z,1348.960,1364.985,1325.780,1333.590,1000000
2010-10-08T00:00:00.000000Z,1333.560,1349.950,1324.905,1346.380,1000000
2010-10-10T00:00:00.000000Z,1345.190,1346.290,1345.190,1346.290,1000000
2010-10-11T00:00:00.000000Z,1348.500,1355.470,1340.385,1354.080,1000000
2010-10-12T00:00:00.000000Z,1353.980,1355.550,1340.765,1350.440,1000000
2010-10-13T00:00:00.000000Z,1350.390,1374.675,1349.350,1372.120,1000000
2010-10-14T00:00:00.000000Z,1372.000,1387.285,1370.445,1381.090,1000000
2010-10-15T00:00:00.000000Z,1381.060,1385.615,1362.335,1368.480,1000000
2010-10-17T00:00:00.000000Z,1369.330,1369.330,1369.330,1369.330,1000000
2010-10-18T00:00:00.000000Z,1369.530,1375.095,1352.815,1368.580,1000000
2010-10-19T00:00:00.000000Z,1368.700,1371.165,1328.470,1332.010,1000000
2010-10-20T00:00:00.000000Z,1331.900,1347.325,1330.685,1346.150,1000000
